topic,url,index,ratings,total,snapshot,title
arts_entertainment,http://www.celebrity-gossip.net/celebrities/category/C1273,459,"0,1,1,0,0",2,/static/snapshots/l/url459.jpg,Nadya Suleman | Celebrity-gossip.net
arts_entertainment,http://www.hollywoodgrind.com/nadya-suleman-octuplet-mom-high-school-yearbook-picture/,460,"0,1,1,0,0",2,/static/snapshots/l/url460.jpg,Nadya Suleman Octuplet Mom High School Yearbook Picture
arts_entertainment,http://content.usatoday.com/communities/entertainment/post/2010/01/nadya-suleman-shows-her-slim-bikini-bod/1,461,"0,1,0,1,0",2,/static/snapshots/l/url461.jpg,Nadya Suleman shows her slim bikini bod
arts_entertainment,http://blog.zap2it.com/thedishrag/2009/02/nadya-sulemans.html,462,"0,1,1,0,0",2,/static/snapshots/l/url462.jpg,Nadya Suleman's website takes PayPal donations! Duh. - Zap2it
computer_internet,http://www.ideamarketers.com/?articleid=887149,463,"0,1,1,0,0",2,/static/snapshots/l/url463.jpg,Showing You How to Ignite Your WOW at IgnitePoint.com
business,http://raymondpronk.wordpress.com/2009/03/31/cap-and-trade-carbon-dioxide-tax-gores-and-obamas-revenge-on-the-american-people-let-them-freeze-and-sweet/,464,"0,2,0,0,0",2,/static/snapshots/l/url464.jpg,Cap and Trade Carbon Dioxide Tax: Gore&#8217;s and Obama&#8217;s Revenge on The American People&#8211;Let Them Freeze and Sweat! &laquo; Pronk Palisades
science_technology,http://topics.politico.com/index.cfm/topic/CapAndTrade,465,"0,1,0,1,0",2,/static/snapshots/l/url465.jpg,Cap And Trade - POLITICO.com
culture_politics,http://motherjones.com/kevin-drum/2009/04/cap-and-trade,466,"0,2,0,0,0",2,/static/snapshots/l/url466.jpg,Cap and Trade | Mother Jones
business,http://www.energyandcapital.com/articles/cap-trade-carbon/821,467,"0,2,0,0,0",2,/static/snapshots/l/url467.jpg,Cap and Trade
business,http://burton.house.gov/pages/cap-and-trade,468,"0,2,0,0,0",2,/static/snapshots/l/url468.jpg,Dan Burton - Indiana 5th District :: Cap and Trade
science_technology,http://www.sourcewatch.org/index.php?title=Climate_change,469,"0,1,1,0,0",2,/static/snapshots/l/url469.jpg,Climate change - SourceWatch
business,http://www.greenjobs.com/,470,"0,1,0,1,0",2,/static/snapshots/l/url470.jpg,Renewable Energy Jobs from Greenjobs.com
science_technology,http://www.greenforall.org/green-collar-jobs,471,"0,1,1,0,0",2,/static/snapshots/l/url471.jpg,Getting Your Green Collar Job
business,http://minnesota.greenjobs.net/,472,"0,2,0,0,0",2,/static/snapshots/l/url472.jpg,Minnesota Green Jobs - Minnesota Environmental Jobs - MN - Green Jobs Network
science_technology,http://www.heall.com/body/askthedoctor/nutrition/organicfoods.html,473,"0,1,1,0,0",2,/static/snapshots/l/url473.jpg,The Value of Eating Organic Foods
recreation,http://alwayseatorganic.com/,474,"0,1,1,0,0",2,/static/snapshots/l/url474.jpg,Coming Soon - Future home of something quite cool
health,http://www.squidoo.com/CanEatingOrganicHelpYouLoseWeight,475,"0,2,0,0,0",2,/static/snapshots/l/url475.jpg,Can Eating Organic Foods Help You Lose Weight
health,http://babyfit.sparkpeople.com/articles.asp?id=442,476,"0,1,1,0,0",2,/static/snapshots/l/url476.jpg,The Advantages of Eating Organic Foods
science_technology,http://www.renewable-energy-news.com/,477,"0,2,0,0,0",2,/static/snapshots/l/url477.jpg,Renewable Energy News
health,http://www.atkinsdietfriends.com/,478,"0,1,1,0,0",2,/static/snapshots/l/url478.jpg,atkinsdietfriends.com: The Leading Atkins Diet Friends Site on the Net
health,http://diet-promotions.com/,479,"0,2,0,0,0",2,/static/snapshots/l/url479.jpg,"Diet Promotions - Medifast, Nutrisystem, eDiets.com, Atkins and More"
health,http://revealedtruth.wordpress.com/2009/08/11/h1n1-swine-flu-vaccine-side-effects-could-cause-death/,480,"0,2,0,0,0",2,/static/snapshots/l/url480.jpg,H1N1 Swine Flu Vaccine Side Effects Could Cause Death &laquo; Revealed Truth
health,http://www.techbanyan.com/5888/risks-side-effects-h1n1-vaccine/,481,"0,1,1,0,0",2,/static/snapshots/l/url481.jpg,The risks and side effects of H1N1 vaccine | TechBanyan
health,http://answers.yahoo.com/question/index?qid=20091017093234AAGCDg2,482,"0,2,0,0,0",2,/static/snapshots/l/url482.jpg,H1N1 vaccine -- nasty side effects so far? - Yahoo! Answers
health,http://littlemountainhomeopathy.wordpress.com/2009/10/26/five-swine-flu-vaccine-deaths-and-over-190-h1n1-vaccine-side-effects-so-far/,483,"0,2,0,0,0",2,/static/snapshots/l/url483.jpg,Six Swine Flu Vaccine Deaths and Hundreds of Debilitating H1N1 Vaccine Side Effects  | Homeopathy Vancouver BC
health,http://answers.yahoo.com/question/index?qid=20091025211937AAAt2Vd,484,"0,1,1,0,0",2,/static/snapshots/l/url484.jpg,Side effects of the H1N1 vaccine / vaccination? - Yahoo! Answers
health,http://thevaccinesideeffects.com/archives/reports-of-severe-reactions-all-over-the-world-are-causing-many-health-experts-to-question-the-safety-of-the-h1n1-swine-flu-vaccine,485,"0,2,0,0,0",2,/static/snapshots/l/url485.jpg,Reports Of Severe H1N1 Vaccine Reactions All Over The World Are Causing Many Health Experts To Question The Safety Of The H1N1 Swine Flu Vaccine
sports,http://www.extremebodyworkout.com/,486,"0,2,0,0,0",2,/static/snapshots/l/url486.jpg,"Home Workouts: P90X, 10 Minute Trainer &amp; Power 90 - ExtremeBodyWorkout"
computer_internet,http://www.pressplayfitness.com/shop/p90xExtremeWorkout.html,487,"0,2,0,0,0",2,/static/snapshots/l/url487.jpg,Cannot connect to MySQL server
arts_entertainment,http://www.omaha.com/article/20100111/LIVING/701119985,488,"0,2,0,0,0",2,/static/snapshots/l/url488.jpg,Users pumped about P90X - Omaha.com
health,http://www.ultimatefitnessgear.com/meal-replacement-shake.html,489,"0,2,0,0,0",2,/static/snapshots/l/url489.jpg,P90X Meal Replacement Shake - P90X Shake - P90X Nutrition
recreation,http://www.scottcolvin.com/,490,"0,2,0,0,0",2,/static/snapshots/l/url490.jpg,Are you ready to take the P90X fitness challenge? &laquo; Get in the best shape of your life in 90 days and I will show you how!
business,http://www.wisegeek.com/how-can-i-reduce-credit-card-debt.htm,491,"0,2,0,0,0",2,/static/snapshots/l/url491.jpg,How can I Reduce Credit Card Debt?
business,http://www.studykiosk.com/CreditBasics/DebtConsolidation/articles/How-To-Reduce-Your-Monthly-Expenses.aspx,492,"0,2,0,0,0",2,/static/snapshots/l/url492.jpg,Credit Card Debt | Personal Finance - How To Reduce Your Monthly Expenses
business,http://www.howtodothings.com/finance-and-money/a4013-how-to-reduce-your-irs-tax-debt.html,493,"0,2,0,0,0",2,/static/snapshots/l/url493.jpg,How To Reduce Your IRS Tax Debt | Tax Tips
business,http://www.metacafe.com/watch/3087820/reduce_personal_credit_card_by_using_government_grants/,494,"0,2,0,0,0",2,/static/snapshots/l/url494.jpg,Reduce Personal Credit Card by Using Government Grants - Video
business,http://www.5min.com/Video/Debt-Reduction-Tips---Evaluating-Personal-Debt-155907495,495,"0,2,0,0,0",2,/static/snapshots/l/url495.jpg,Debt Reduction Tips - Evaluating Personal Debt Video – 5min.com
business,http://www.saylending.com/debt-personal-loan.html,496,"0,2,0,0,0",2,/static/snapshots/l/url496.jpg,Loan Consolidation
business,http://www.personalfinanceanalyst.com/how-to-reduce-your-debt-significantly-without-tightening-your-belt/,497,"0,2,0,0,0",2,/static/snapshots/l/url497.jpg,How to Reduce Your Debt Significantly Without Tightening Your Belt | Personal Finance Analyst
business,http://wiki.answers.com/Q/Is_this_a_good_time_to_invest_in_the_stock_market,498,"0,2,0,0,0",2,/static/snapshots/l/url498.jpg,Is this a good time to invest in the stock market
business,http://www.flipthyhouse.com/2009/01/04/is-now-a-good-time-to-invest-in-real-estate/,499,"0,2,0,0,0",2,/static/snapshots/l/url499.jpg,&#8220;Is Now a Good Time to Invest in Real Estate?&#8221;  | Flip Thy House
business,http://moneyfor20s.about.com/b/2009/01/22/now-is-a-good-time-to-invest.htm,500,"0,1,0,1,0",2,/static/snapshots/l/url500.jpg,Now Is a Good Time to Invest
business,http://www.rediff.com/getahead/2008/oct/09trans.htm,501,"0,1,1,0,0",2,/static/snapshots/l/url501.jpg,Are market falls good time to invest?
arts_entertainment,http://www.myspace.com/adamlambertmusic,502,"1,0,0,1,0",2,/static/snapshots/l/url502.jpg,Adam Lambert Lastname (Adam Lambert) bei Myspace
recreation,http://adam-lambert.icerocket.com/,503,"1,0,1,0,0",2,/static/snapshots/l/url503.jpg,adam lambert - Icerocket Buzz Search
arts_entertainment,http://www.chicagotribune.com/topic/entertainment/music/adam-lambert-PECLB0040094486.topic,504,"1,0,0,1,0",2,/static/snapshots/l/url504.jpg,"Adam Lambert news, photos and video - chicagotribune.com"
arts_entertainment,http://www.nydailynews.com/topics/Adam+Lambert,505,"1,0,0,1,0",2,/static/snapshots/l/url505.jpg,Adam Lambert
arts_entertainment,http://mog.com/music/Adam_Lambert,506,"1,0,0,1,0",2,/static/snapshots/l/url506.jpg,"Adam Lambert Free MP3, Song Download, Lyrics, Music Videos"
arts_entertainment,http://www.whosdatedwho.com/celebrities/people/dating/adam-lambert-2.htm,507,"1,0,1,0,0",2,/static/snapshots/l/url507.jpg,Adam Lambert - WDW
sports,http://www.topix.com/cycling/floyd-landis,508,"1,0,1,0,0",2,/static/snapshots/l/url508.jpg,Floyd Landis News - Topix
computer_internet,http://twitter.com/floydlandis,509,"1,1,0,0,0",2,/static/snapshots/l/url509.jpg,floydlandis (floydlandis) auf Twitter
culture_politics,http://readingeagle.com/section.aspx?id=129,510,"1,0,1,0,0",2,/static/snapshots/l/url510.jpg,News - Reading Eagle
sports,http://www.examiner.com/Topic-Floyd_Landis.html,511,"1,0,0,1,0",2,/static/snapshots/l/url511.jpg,Floyd Landis | Examiner.com
sports,http://www.mcall.com/topic/sports/cycling/floyd-landis-PESPT008427.topic,512,"1,0,0,1,0",2,/static/snapshots/l/url512.jpg,"Floyd Landis news, photos and video - mcall.com"
sports,http://www.nydailynews.com/topics/Floyd+Landis,513,"1,0,0,1,0",2,/static/snapshots/l/url513.jpg,Floyd Landis
arts_entertainment,http://uncyclopedia.wikia.com/wiki/Lady_Gaga,514,"1,0,1,0,0",2,/static/snapshots/l/url514.jpg,"Lady Gaga - Uncyclopedia, the content-free encyclopedia"
arts_entertainment,http://www.chicagotribune.com/topic/entertainment/music/michael-jackson-PECLB002548.topic,515,"1,0,0,1,0",2,/static/snapshots/l/url515.jpg,"Michael Jackson news, photos and video - chicagotribune.com"
culture_politics,http://www.whosdatedwho.com/celebrities/people/dating/nadya-suleman.htm,516,"1,0,1,0,0",2,/static/snapshots/l/url516.jpg,Nadya Suleman - WDW
culture_politics,http://weeklyworldnews.com/headlines/6233/nadya-sulemans-website-hacked/,517,"2,0,0,0,0",2,/static/snapshots/l/url517.jpg,NADYA SULEMAN&#8217;S WEBSITE HACKED | Weekly World News
business,http://www.conservapedia.com/Cap_and_trade,518,"1,1,0,0,0",2,/static/snapshots/l/url518.jpg,Cap and Trade - Conservapedia
business,http://www.greenbusiness.net/green-jobs.html,519,"1,1,0,0,0",2,/static/snapshots/l/url519.jpg,greenbusiness.net: The Leading Green Business Site on the Net
recreation,http://bestorganicfoodtoday.com/,520,"1,0,1,0,0",2,/static/snapshots/l/url520.jpg,Best Organic Food Today- Find the best brands and deals!
business,http://dfwnetmall.com/energy/,521,"1,1,0,0,0",2,/static/snapshots/l/url521.jpg,"Renewable Energy, Alternative Energies, Green, Solar, Wind, Geothermal, Consulting, DFW, Dallas Fort Worth North Texas North Central Texas"
health,http://www.livestrong.com/article/5802-need-ornish-diet-vs-atkins/,522,"2,0,0,0,0",2,/static/snapshots/l/url522.jpg,The Ornish Diet Vs. The Atkins Diet | LIVESTRONG.COM
health,http://www.politicolnews.com/reactions-to-h1n1-vaccine/,523,"2,0,0,0,0",2,/static/snapshots/l/url523.jpg,H1n1 Vaccine Side Effects Go Unreported by Network Media | Politicol News
sports,http://www.ultimatefitnessgear.com/chalean-extreme-workout-routine.html,524,"1,1,0,0,0",2,/static/snapshots/l/url524.jpg,ChaLEAN Extreme - As Seen On TV - ChaLEAN Extreme Workout With Chalene Johnson
computer_internet,http://www.rebuild.org/news-article/consolidate-debts-personal-loan/,525,"1,1,0,0,0",2,/static/snapshots/l/url525.jpg,Need To Consolidate Your Debt? - Get A Personal Loan
business,http://www.reducedebt.net/,526,"2,0,0,0,0",2,/static/snapshots/l/url526.jpg,Reduce Debt - Get Debt Help Today
business,http://answers.yahoo.com/question/index?qid=20080523141713AAWKXFs,527,"2,0,0,0,0",2,/static/snapshots/l/url527.jpg,Is right now a good time to invest in the stock market? - Yahoo! Answers
business,http://answers.yahoo.com/question/index?qid=20071115065946AAcKPC8,528,"2,0,0,0,0",2,/static/snapshots/l/url528.jpg,Is this a good time to invest in a bond mutual fund? Is it ok to invest money in bond mutuals in this market? - Yahoo! Answers
computer_internet,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/,529,"0,0,0,1,0",1,/static/snapshots/l/url529.jpg,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/
business,http://www.thinkplaninvest.com/2009/12/is-it-good-time-to-invest-on-gold/,530,"0,1,0,0,0",1,/static/snapshots/l/url530.jpg,Is it good time to invest on Gold?
business,http://www.bestcashcow.com/bonds/article/bestcash_admin/is-now-a-good-time-to-invest-in-municipal-bonds,531,"0,1,0,0,0",1,/static/snapshots/l/url531.jpg,Is Now A Good Time to Invest in Municipal Bonds?
business,http://www.dailymarkets.com/contributor/2009/05/21/is-now-a-good-time-to-invest-in-real-estate/,532,"0,0,0,1,0",1,/static/snapshots/l/url532.jpg,Is Now A Good Time To Invest In Real Estate?
business,http://blog.creditkarma.com/credit-karma/is-this-a-good-time-to-invest/,533,"0,1,0,0,0",1,/static/snapshots/l/url533.jpg,Is This a Good Time to Invest? | Credit Karma Blog
business,http://hubpages.com/hub/Is-this-a-good-time-to-buy-gold,534,"0,1,0,0,0",1,/static/snapshots/l/url534.jpg,Is this a good time to buy gold?
business,http://in.answers.yahoo.com/question/index?qid=20080921210458AAJoGus,535,"1,0,0,0,0",1,/static/snapshots/l/url535.jpg,IS IT RIGHT TIME TO INVEST IN SHARE MARKET? - Yahoo! Answers India
business,http://www.newsweek.com/2008/04/21/is-now-a-good-time-to-invest.html,536,"0,0,0,1,0",1,/static/snapshots/l/url536.jpg,Real Estate: Tips for First-Time Buyers - Newsweek and The Daily Beast
business,http://www.lifestylesunlimited.com/is_this_a_good_time_to_invest_in_real_estate_,537,"0,1,0,0,0",1,/static/snapshots/l/url537.jpg,Is This A Good Time to Invest in Real Estate? - Lifestyles Unlimited
business,http://www.telegraph.co.uk/finance/personalfinance/investing/3067744/Is-now-a-good-time-to-invest-in-oil.html,538,"0,0,0,1,0",1,/static/snapshots/l/url538.jpg,Is now a good time to invest in oil?  - Telegraph
business,http://www.trulia.com/blog/whitney_bufford/2009/02/is_it_really_a_good_time,539,"0,1,0,0,0",1,/static/snapshots/l/url539.jpg,Is it really a good time to invest in real estate?
business,http://activerain.com/blogsview/330407/Is-Now-a-Good,540,"0,1,0,0,0",1,/static/snapshots/l/url540.jpg,Is Now a Good Time to Invest in Real Estate?
business,http://hubpages.com/hub/When-is-the-best-time-to-invest-in-real-estate,541,"0,0,1,0,0",1,/static/snapshots/l/url541.jpg,When is the best time to invest in real estate? Is it a good time to get into property??
business,http://seekingalpha.com/article/153814-is-now-a-good-time-to-invest-in-insurance-companies,542,"0,0,0,0,1",1,/static/snapshots/l/url542.jpg,Is Now a Good Time to Invest in Insurance Companies? - Seeking Alpha
business,http://blog.mysquarefeet.com/2009/03/is-now-a-good-t.html,543,"0,1,0,0,0",1,/static/snapshots/l/url543.jpg,MySquareFeet: Is now a good time to invest in commercial real estate?
business,http://smeplus.mercerhole.co.uk/2008/02/articles/financial-services/is-it-a-good-time-to-invest/,544,"0,0,0,1,0",1,/static/snapshots/l/url544.jpg,SME Plus Blog | Mercer &amp; Hole | UK
business,http://www.pennyjobs.com/pp/public/Articles.aspx?aid=8,545,"0,1,0,0,0",1,/static/snapshots/l/url545.jpg,2008: Bad Time to Invest in your 401k
business,http://online.wsj.com/article/SB120891304962036781.html,546,"0,0,0,1,0",1,/static/snapshots/l/url546.jpg,Is This a Good Time to Invest in Gold? - WSJ.com
business,http://ezinearticles.com/?Is-Now-a-Good-Time-to-Invest-in-Property?&id=2637643,547,"0,0,1,0,0",1,/static/snapshots/l/url547.jpg,Is Now a Good Time to Invest in Property?
business,http://www.rediff.com/money/2007/oct/22stocks.htm,548,"0,0,1,0,0",1,/static/snapshots/l/url548.jpg,Market crash? Good time to invest
culture_politics,http://www.sandypost.com/news/story.php?story_id=122766033237068300,549,"0,0,1,0,0",1,/static/snapshots/l/url549.jpg,Portland Tribune and Community Newspapers - Portland Tribune and Community Newspapers
business,http://hubpages.com/hub/Is-this-a-good-time-to-buy-gold,550,"0,1,0,0,0",1,/static/snapshots/l/url550.jpg,Is this a good time to buy gold?
business,http://www.thinkplaninvest.com/2009/12/is-it-good-time-to-invest-on-gold/,551,"0,1,0,0,0",1,/static/snapshots/l/url551.jpg,Is it good time to invest on Gold?
business,http://en.wikipedia.org/wiki/Gold_as_an_investment,552,"0,0,1,0,0",1,/static/snapshots/l/url552.jpg,"Gold as an investment - Wikipedia, the free encyclopedia"
business,http://online.wsj.com/article/SB120891304962036781.html,553,"0,0,0,1,0",1,/static/snapshots/l/url553.jpg,Is This a Good Time to Invest in Gold? - WSJ.com
business,http://ezinearticles.com/?Five-Good-Reasons-to-Invest-in-Gold&id=432800,554,"0,0,1,0,0",1,/static/snapshots/l/url554.jpg,Five Good Reasons to Invest in Gold
business,http://www.usagold.com/cpm/goldhelp.html,555,"0,1,0,0,0",1,/static/snapshots/l/url555.jpg,Gold investment advice for first-time coin and bullion buyers
business,http://answers.yahoo.com/question/index?qid=20080707114307AASrOEa,556,"1,0,0,0,0",1,/static/snapshots/l/url556.jpg,Is now a good time to invest in Gold and Silver? - Yahoo! Answers
business,http://www.financialnut.com/is-gold-a-good-investment/,557,"0,1,0,0,0",1,/static/snapshots/l/url557.jpg,Is gold a good investment?
business,http://answers.yahoo.com/question/index?qid=20100314170203AAy0iUm,558,"1,0,0,0,0",1,/static/snapshots/l/url558.jpg,Is now a good time to invest in Gold? - Yahoo! Answers
business,http://cashmoneylife.com/2008/10/21/increase-investment-contributions-ira-401k/,559,"0,0,0,1,0",1,/static/snapshots/l/url559.jpg,Is Now a Good Time to Invest?
science_technology,http://www.articlesbase.com/finance-articles/is-it-a-good-time-to-buy-gold-1735399.html,560,"0,0,1,0,0",1,/static/snapshots/l/url560.jpg,Security Screen
business,http://www.ehow.com/how_4466413_invest-gold-futures.html,561,"0,1,0,0,0",1,/static/snapshots/l/url561.jpg,How to Invest in Gold Futures | eHow.com
business,http://www.investmentu.com/2003/20031111.html,562,"0,0,0,1,0",1,/static/snapshots/l/url562.jpg,Investing in Gold Coins
business,http://www.thinkplaninvest.com/2009/11/silver-is-good-investment-than-gold/,563,"0,1,0,0,0",1,/static/snapshots/l/url563.jpg,Silver is good investment than Gold
business,http://www.investmentu.com/2009/December/why-its-time-to-invest-in-silver.html,564,"0,0,0,1,0",1,/static/snapshots/l/url564.jpg,Why It's Time to Invest in Silver
business,http://malaysia.answers.yahoo.com/question/index?qid=20100425112741AAzjBaV,565,"1,0,0,0,0",1,/static/snapshots/l/url565.jpg,Yahoo! Answers - Is this a good time to invest in gold?
business,http://today.masteryourmoney.com/2009/02/05/is-now-a-good-time-to-invest-in-gold.aspx,566,"0,1,0,0,0",1,/static/snapshots/l/url566.jpg,Today at Master Your Money: Is now a good time to invest in gold?
business,http://business.rediff.com/report/2010/apr/23/chat-transcript-is-this-a-good-time-to-invest-in-gold.htm,567,"0,1,0,0,0",1,/static/snapshots/l/url567.jpg,Good time to invest in gold? Find out - Rediff.com Business
business,http://in.finance.yahoo.com/personal-finance/nri_basics/7/is-it-a-good-time-to-invest-in-real-estate/,568,"0,0,0,1,0",1,/static/snapshots/l/url568.jpg,Finance News | Personal Finance | Market Investing - Yahoo! India Finance
business,http://dailyreckoning.com/the-5-best-ways-to-invest-in-gold/,569,"0,0,0,1,0",1,/static/snapshots/l/url569.jpg,The 5 Best Ways to Invest in Gold
computer_internet,http://forextrading-tips.com/32/is-it-a-good-time-to-invest-in-gold-why-or-why-not,570,"1,0,0,0,0",1,/static/snapshots/l/url570.jpg,forextrading-tips.com
business,http://www.gold-eagle.com/editorials_04/wallenwein022104.html,571,"0,1,0,0,0",1,/static/snapshots/l/url571.jpg,Gold Is Not A Good Investment
business,http://australian-investing.blogspot.com/2008/01/how-to-invest-in-gold.html,572,"0,1,0,0,0",1,/static/snapshots/l/url572.jpg,How To Invest In Gold - Australian Stock Market Investing Blog
business,http://ezinearticles.com/?Is-Gold-a-Good-Investment?&id=1389358,573,"0,0,1,0,0",1,/static/snapshots/l/url573.jpg,Is Gold a Good Investment?
business,http://www.msnbc.msn.com/id/7080775/ns/business-personal_finance/,574,"0,0,0,1,0",1,/static/snapshots/l/url574.jpg,Is it time to buy gold? - Business - Answer Desk | NBC News
business,http://www.financialsense.com/editorials/casey/2009/0622.html,575,"0,0,0,1,0",1,/static/snapshots/l/url575.jpg,When is the Best Time to Buy Gold? by Jeff Clark - Financial Sense Archive
business,http://www.rediff.com/getahead/2008/oct/09trans.htm,576,"0,0,1,0,0",1,/static/snapshots/l/url576.jpg,Are market falls good time to invest?
business,http://www.thestreet.com/story/10389829/how-to-invest-in-gold.html,577,"0,0,0,1,0",1,/static/snapshots/l/url577.jpg,How to Invest in Gold - TheStreet
business,http://personalmoneystore.com/moneyblog/2009/02/02/a-payday-loan-to-invest-in-gold/,578,"0,1,0,0,0",1,/static/snapshots/l/url578.jpg,Payday Loans - 2 Hour Deposit - No Credit Checks or Faxing
business,http://www.eaglewing.com/why.html,579,"0,1,0,0,0",1,/static/snapshots/l/url579.jpg,Why Invest in Gold or Gold Mutual Funds? Analysis by EagleWing Research
computer_internet,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/,580,"0,0,0,1,0",1,/static/snapshots/l/url580.jpg,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/
business,http://www.thestreet.com/story/10754683/1/is-it-time-to-invest-in-gold.html,581,"0,0,0,1,0",1,/static/snapshots/l/url581.jpg,Is It Time to Invest in Gold? - TheStreet
business,http://in.answers.yahoo.com/question/index?qid=20080921210458AAJoGus,582,"1,0,0,0,0",1,/static/snapshots/l/url582.jpg,IS IT RIGHT TIME TO INVEST IN SHARE MARKET? - Yahoo! Answers India
business,http://malaysia.answers.yahoo.com/question/index?qid=20100609044951AA4daDN,583,"1,0,0,0,0",1,/static/snapshots/l/url583.jpg,Yahoo! Answers - Is it time to invest in gold?
business,http://goldprice.org/buying-gold/2007/04/should-i-invest-in-gold-funds.html,584,"0,0,1,0,0",1,/static/snapshots/l/url584.jpg,Buy Gold: Should I Invest in Gold Funds?
business,http://www.fool.com/investing/dividends-income/2008/10/24/invest-without-the-stress.aspx,585,"0,0,0,1,0",1,/static/snapshots/l/url585.jpg,"Now, Now, Now Is the Time to Invest"
business,http://www.federalreserve.gov/pubs/refinancings/default.htm,586,"0,0,0,0,1",1,/static/snapshots/l/url586.jpg,A Consumer's Guide to Mortgage Refinancings
business,http://www.mortgageloan.com/refinance-mortgage,587,"0,0,1,0,0",1,/static/snapshots/l/url587.jpg,Refinance - Mortgage Refinancing Rates &amp; Calculator
business,http://en.wikipedia.org/wiki/Refinancing,588,"0,0,1,0,0",1,/static/snapshots/l/url588.jpg,"Refinancing - Wikipedia, the free encyclopedia"
business,http://www.refinancingright.com/,589,"0,1,0,0,0",1,/static/snapshots/l/url589.jpg,"Refinance your mortgage, save more at low rates | RefinancingRight.com"
business,http://www.bankrate.com/calculators/mortgages/refinance-calculator.aspx,590,"0,0,0,1,0",1,/static/snapshots/l/url590.jpg,Refinance | Savings from Refinancing Calculator by Bankrate.com
business,http://www.mortgagefit.com/refinance.html,591,"0,0,1,0,0",1,/static/snapshots/l/url591.jpg,Refinance Mortgage - How much to save by refinancing
business,http://www.mortgagerefinancing.com/,592,"0,0,1,0,0",1,/static/snapshots/l/url592.jpg,Mortgage Refinancing - Your #1 Home Mortgage Refinance Solution
business,http://www.mortgage.com/,593,"0,0,0,0,1",1,/static/snapshots/l/url593.jpg,How Much House Can I Afford? – Calculate Mortgage Payments – CitiMortgage
business,http://www.gmacmortgage.com/,594,"0,0,0,1,0",1,/static/snapshots/l/url594.jpg,"GMAC Mortgage | Home Loans, Refinance, Mortgage Rates"
business,http://www.zillow.com/refinance/,595,"0,0,0,1,0",1,/static/snapshots/l/url595.jpg,Refinance — Get the best possible mortgage refinancing quotes | Zillow
business,http://www.lendingtree.com/,596,"0,0,0,1,0",1,/static/snapshots/l/url596.jpg,Mortgage - Home Loans - Refinance - Mortgage Refinancing - Mortgage Rates - Home Equity
business,http://www.bdnationwidemortgage.com/,597,"0,1,0,0,0",1,/static/snapshots/l/url597.jpg,Lenders for Mortgage Refinance Loans & Best Home Loan Refinancing
business,http://www.nationwide.com/bank-refinancing-a-home.jsp,598,"0,0,0,1,0",1,/static/snapshots/l/url598.jpg,Mortgage Refinance | Get a Mortgage Refinance Rate from Nationwide Bank | Nationwide.com
business,http://www.mortgageloan.com/,599,"0,0,1,0,0",1,/static/snapshots/l/url599.jpg,"Compare Mortgage Rates | Refinance, Mortgage Loans, Home Equity Rates"
business,http://www.mortgage101.com/,600,"0,0,0,1,0",1,/static/snapshots/l/url600.jpg,Current Mortgage Rates & Calculator for New Homes or Refinancing
business,http://www.mtgprofessor.com/refinancing.htm,601,"1,0,0,0,0",1,/static/snapshots/l/url601.jpg,Mortgage Refinancing - The Mortgage Professor
business,http://www.refinancingright.com/dangers.htm,602,"0,1,0,0,0",1,/static/snapshots/l/url602.jpg,The Dangers of Mortgage Refinancing | Refinancing Right
business,http://www.mortgage-calc.com/,603,"0,0,0,1,0",1,/static/snapshots/l/url603.jpg,Mortgage Calculator | Financial Payment Calculators
business,http://www.bettermortgagerefinancing.com/,604,"0,1,0,0,0",1,/static/snapshots/l/url604.jpg,Better Mortgage Refinancing | Mortgage Refinance Quotes
business,http://www.refiadvisor.com/pblog/,605,"0,1,0,0,0",1,/static/snapshots/l/url605.jpg,Refinance Rates &#038; Expert Advice You Can Trust  &bull; RefiAdvisor
business,http://realestate.yahoo.com/loans/refinance-mortgage.html,606,"0,0,0,0,1",1,/static/snapshots/l/url606.jpg,Home Loans and Mortgage - Yahoo! Homes
business,http://www.lendingtree.com/mortgage-refinance/,607,"0,0,0,1,0",1,/static/snapshots/l/url607.jpg,Refinance - Mortgage Refinancing - Refinance Loan Rates
business,http://www.wellsfargo.com/mortgage/refinance/,608,"0,0,0,0,1",1,/static/snapshots/l/url608.jpg,Refinance Your Home | Wells Fargo
business,http://www.bankrate.com/mortgage.aspx,609,"0,0,0,1,0",1,/static/snapshots/l/url609.jpg,Mortgage Rates Compare ARM Loans Fixed Loan Rate Mortgages by Bankrate.com
business,http://www.mortgage101.com/article/mortgage-refinancing,610,"0,0,0,1,0",1,/static/snapshots/l/url610.jpg,Mortgage Refinancing
business,http://www.refiadvisor.com/mortgage-refinancing.htm,611,"0,1,0,0,0",1,/static/snapshots/l/url611.jpg,Mortgage Refinancing - What You Need to Know
business,http://www.mortgageresearchcenter.com/refinancing/,612,"0,0,1,0,0",1,/static/snapshots/l/url612.jpg,VA Home Loans from VA Mortgage Center.com
computer_internet,http://www.forbes.com/tools/calculator/mortgage.jhtml,613,"0,0,0,0,1",1,/static/snapshots/l/url613.jpg,Forbes.com File Not Found
