Topic,Query,Result Rank,URL,Likert Rating - Microsoft,Likert Rating - EPFL
Health,h1n1 vaccine side effects,19,http://www.techbanyan.com/5888/risks-side-effects-h1n1-vaccine/,3,2
Health,h1n1 vaccine side effects,21,http://www.shirleys-wellness-cafe.com/flu.htm,1,2
Health,h1n1 vaccine side effects,26,http://answers.yahoo.com/question/index?qid=20091017093234AAGCDg2,2,2
Health,h1n1 vaccine side effects,32,http://littlemountainhomeopathy.wordpress.com/2009/10/26/five-swine-flu-vaccine-deaths-and-over-190-h1n1-vaccine-side-effects-so-far/,2,2
Health,h1n1 vaccine side effects,33,http://answers.yahoo.com/question/index?qid=20091025211937AAAt2Vd,3,2
Health,h1n1 vaccine side effects,35,http://thevaccinesideeffects.com/archives/reports-of-severe-reactions-all-over-the-world-are-causing-many-health-experts-to-question-the-safety-of-the-h1n1-swine-flu-vaccine,2,2
Health,p90x exercise program effectiveness,2,http://www.extremebodyworkout.com/,2,2
Health,p90x exercise program effectiveness,8,http://www.pressplayfitness.com/shop/p90xExtremeWorkout.html,2,2
Health,p90x exercise program effectiveness,27,http://www.omaha.com/article/20100111/LIVING/701119985,2,2
Health,p90x exercise program effectiveness,29,http://www.ultimatefitnessgear.com/meal-replacement-shake.html,2,2
Health,p90x exercise program effectiveness,30,http://www.scottcolvin.com/,2,2
Personal Finance,how to reduce personal debt,6,http://www.wisegeek.com/how-can-i-reduce-credit-card-debt.htm,2,2
Personal Finance,how to reduce personal debt,13,http://www.studykiosk.com/CreditBasics/DebtConsolidation/articles/How-To-Reduce-Your-Monthly-Expenses.aspx,2,2
Personal Finance,how to reduce personal debt,15,http://www.howtodothings.com/finance-and-money/a4013-how-to-reduce-your-irs-tax-debt.html,2,2
Personal Finance,how to reduce personal debt,16,http://www.metacafe.com/watch/3087820/reduce_personal_credit_card_by_using_government_grants/,2,2
Personal Finance,how to reduce personal debt,29,http://www.5min.com/Video/Debt-Reduction-Tips---Evaluating-Personal-Debt-155907495,2,2
Personal Finance,how to reduce personal debt,34,http://www.saylending.com/debt-personal-loan.html,2,2
Personal Finance,how to reduce personal debt,35,http://www.personalfinanceanalyst.com/how-to-reduce-your-debt-significantly-without-tightening-your-belt/,2,2
Personal Finance,is it a good time to invest,1,http://wiki.answers.com/Q/Is_this_a_good_time_to_invest_in_the_stock_market,2,2
Personal Finance,is it a good time to invest,9,http://www.flipthyhouse.com/2009/01/04/is-now-a-good-time-to-invest-in-real-estate/,2,2
Personal Finance,is it a good time to invest,11,http://moneyfor20s.about.com/b/2009/01/22/now-is-a-good-time-to-invest.htm,4,2
Personal Finance,is it a good time to invest,14,http://www.rediff.com/getahead/2008/oct/09trans.htm,3,2
Celebrities,adam lambert,7,http://www.myspace.com/adamlambertmusic,4,1
Celebrities,adam lambert,20,http://adam-lambert.icerocket.com/,3,1
Celebrities,adam lambert,26,http://www.chicagotribune.com/topic/entertainment/music/adam-lambert-PECLB0040094486.topic,4,1
Celebrities,adam lambert,35,http://www.nydailynews.com/topics/Adam+Lambert,4,1
Celebrities,adam lambert,36,http://mog.com/music/Adam_Lambert,4,1
Celebrities,adam lambert,37,http://www.whosdatedwho.com/celebrities/people/dating/adam-lambert-2.htm,3,1
Celebrities,floyd landis,7,http://www.topix.com/cycling/floyd-landis,3,1
Celebrities,floyd landis,15,http://twitter.com/floydlandis,2,1
Celebrities,floyd landis,16,http://readingeagle.com/section.aspx?id=129,3,1
Celebrities,floyd landis,20,http://www.examiner.com/Topic-Floyd_Landis.html,4,1
Celebrities,floyd landis,31,http://www.mcall.com/topic/sports/cycling/floyd-landis-PESPT008427.topic,4,1
Celebrities,floyd landis,37,http://www.nydailynews.com/topics/Floyd+Landis,4,1
Celebrities,lady gaga,26,http://uncyclopedia.wikia.com/wiki/Lady_Gaga,3,1
Celebrities,michael jackson,24,http://www.chicagotribune.com/topic/entertainment/music/michael-jackson-PECLB002548.topic,4,1
Celebrities,nadya suleman,21,http://www.whosdatedwho.com/celebrities/people/dating/nadya-suleman.htm,3,1
Celebrities,nadya suleman,37,http://www.babble.com/CS/blogs/strollerderby/archive/2009/02/07/nadya-suleman-the-poor-man-s-angelina-jolie.aspx,2,1
Celebrities,nadya suleman,39,http://weeklyworldnews.com/headlines/6233/nadya-sulemans-website-hacked/,1,1
Environment,cap-and-trade,21,http://www.conservapedia.com/Cap_and_trade,2,1
Environment,green jobs,34,http://www.greenbusiness.net/green-jobs.html,2,1
Environment,organic eating,19,http://bestorganicfoodtoday.com/,3,1
Environment,renewable energy,31,http://dfwnetmall.com/energy/,2,1
Health,Atkins diet effectiveness,38,http://www.livestrong.com/article/5802-need-ornish-diet-vs-atkins/,1,1
Health,h1n1 vaccine side effects,15,http://www.politicolnews.com/reactions-to-h1n1-vaccine/,1,1
Health,p90x exercise program effectiveness,33,http://www.ultimatefitnessgear.com/chalean-extreme-workout-routine.html,2,1
Personal Finance,how to reduce personal debt,25,http://www.rebuild.org/news-article/consolidate-debts-personal-loan/,2,1
Personal Finance,how to reduce personal debt,31,http://www.reducedebt.net/,1,1
Personal Finance,is it a good time to invest,5,http://answers.yahoo.com/question/index?qid=20080523141713AAWKXFs,1,1
Personal Finance,is it a good time to invest,7,http://answers.yahoo.com/question/index?qid=20071115065946AAcKPC8,1,1
Celebrities,adam lambert,11,http://www.adam-lambert.com/,4,0
Celebrities,adam lambert,27,http://surchur.com/all/adam+lambert,3,0
Celebrities,adam lambert,39,http://video.aol.com/category/adam-lambert,4,0
Celebrities,floyd landis,2,http://www.floydlandis.com/,5,0
Celebrities,floyd landis,12,http://outside.away.com/outside/features/200607/tour-de-france-2006-floyd-landis-1.html,4,0
Celebrities,floyd landis,22,http://sports.yahoo.com/sc/news?slug=ap-landis-legalteam&bcmt=3820450,4,0
Celebrities,floyd landis,25,http://news.yahoo.com/s/afp/20100608/sp_wl_afp/cyclingusalandisdoping,4,0
Celebrities,floyd landis,34,http://www.wikio.com/sports/cycling/riders/floyd_landis,3,0
Celebrities,floyd landis,36,http://news.yahoo.com/s/afp/20100608/ts_afp/cyclingusalandisdoping,4,0
Celebrities,floyd landis,40,http://www.usacycling.org/bios/user/bio.php?id=99,4,0
Celebrities,lady gaga,4,http://www.ladygaga.com/splash/,5,0
Celebrities,lady gaga,9,http://omg.yahoo.com/news/katy-perry-denies-slamming-lady-gaga/42299,4,0
Celebrities,lady gaga,28,http://www.wikio.com/entertainment/music/artists/rock_and_pop/lady_gaga,3,0
Celebrities,michael jackson,17,http://www.jackopedia.com/wiki/Michael_Jackson,4,0
Celebrities,michael jackson,25,http://www.theinsider.com/celebrities/Michael_Jackson,4,0
Celebrities,nadya suleman,10,http://wonderwall.msn.com/movies/octomom-nadya-suleman-settles-workers-comp-case-1555520.story,4,0
Celebrities,nadya suleman,14,http://www.tmz.com/person/nadya-suleman/,3,0
Celebrities,nadya suleman,18,http://www.nydailynews.com/lifestyle/2009/02/03/2009-02-03_nadya_suleman_must_be_kidding.html,4,0
Celebrities,nadya suleman,22,http://www.theinsider.com/celebrities/Nadya_Suleman,4,0
Celebrities,nadya suleman,23,http://omg.yahoo.com/celebs/nadya-suleman/1728,3,0
Celebrities,nadya suleman,27,http://projects.ajc.com/pages/nadya-suleman/?cxntlid=daylf_tpct,4,0
Celebrities,nadya suleman,28,http://www.righthealth.com/topic/Nadya_Suleman,4,0
Celebrities,nadya suleman,30,http://www.uproxx.com/page/nadya+suleman,3,0
Celebrities,nadya suleman,33,http://jezebel.com/tag/nadya-suleman/,3,0
Celebrities,nadya suleman,34,http://wiki.ocregister.com/Orange_County/People/Nadya_Suleman_(Octomom),3,0
Celebrities,nadya suleman,36,http://www.mediabistro.com/Nadya-Suleman-profile.html,3,0
Environment,cap-and-trade,34,http://www.businessweek.com/blogs/money_politics/archives/2009/06/house_passes_ca.html,4,0
Environment,climate change,5,http://www.unep.org/climatechange/,4,0
Environment,climate change,16,http://www.state.gov/g/oes/climate/,5,0
Environment,climate change,17,http://www.bbc.co.uk/climate/,4,0
Environment,climate change,34,http://www.oxfamamerica.org/campaigns/climate-change,3,0
Environment,green jobs,7,http://hotjobs.yahoo.com/jobs-c-green,2,0
Environment,green jobs,11,http://www.energy.ca.gov/greenjobs/,5,0
Environment,green jobs,12,http://www.greenjobs.com/Public/search_jobs.aspx,4,0
Environment,green jobs,33,http://earthday.net/greenjobs,4,0
Environment,green jobs,35,http://hotjobs.yahoo.com/career-articles-_green_collar_jobs_are_poised_for_growth-229,4,0
Environment,organic eating,6,http://www.recipestoday.com/articles/nutrition-and-your-health/eating-organic-808/,3,0
Environment,organic eating,11,http://www.livestrong.com/organic-eating/,4,0
Environment,organic eating,25,http://news.yahoo.com/s/livescience/20100617/sc_livescience/organiclabelsmaytrickdietersintoeatingmore,4,0
Environment,organic eating,37,http://twitter.com/Organic_Eating,3,0
Environment,organic eating,40,http://www.mom-going-organic-sensibly.com/health-benefits-of-eating-organic.html,3,0
Environment,renewable energy,25,http://www.mass.gov/?pageID=eoeeasubtopic&L=3&L0=Home&L1=Energy%2c+Utilities+%26+Clean+Technologies&L2=Renewable+Energy&sid=Eoeea,5,0
Environment,renewable energy,27,http://eoearth.org/article/Renewable_energy,5,0
Environment,renewable energy,36,http://www.azcommerce.com/Energy/Renewable/,5,0
Environment,renewable energy,37,http://healthandenergy.com/renewable_energy.htm,2,0
Environment,renewable energy,38,http://renewable-energy.illinois.edu/,4,0
Health,alzheimer's genes,4,http://www.msnbc.msn.com/id/37693188,5,0
Health,alzheimer's genes,5,http://news.yahoo.com/s/nm/20100614/hl_nm/us_alzheimers_genes,5,0
Health,alzheimer's genes,24,http://www.cardiff.ac.uk/news/articles/new-alzheimers-genes-uncovered.html,4,0
Health,alzheimer's genes,26,http://www.nlm.nih.gov/enter/medlineplus/rss?feed=Todays%20MedlinePlus%20Health%20News&url=http%3A%2F%2Fwww%2Enlm%2Enih%2Egov%2Fmedlineplus%2Fnews%2Ffullstory%5F99966%2Ehtml,5,0
Health,alzheimer's genes,29,http://easyweb.easynet.co.uk/vob/alzheimers/information/genetics.htm,4,0
Health,alzheimer's genes,30,http://www.medicinenet.com/script/main/art.asp?articlekey=117167,5,0
Health,alzheimer's genes,32,http://www.sciencecases.org/eofad/eofad.asp,5,0
Health,alzheimer's genes,37,http://www.empowher.com/alzheimer039s-disease/content/new-alzheimers-risk-genes-identified,4,0
Health,Atkins diet effectiveness,4,http://www.thepittsburghchannel.com/health/2220060/detail.html,4,0
Health,Atkins diet effectiveness,6,http://www.publix.com/wellness/notes/Display.do?id=Diet&childId=Atkins_Diet,4,0
Health,Atkins diet effectiveness,29,http://new.diet.com/encyclopedia-of-diets/atkins-diet,4,0
Health,Atkins diet effectiveness,30,http://www.mybodymakeover.com/diets/atkinsdiet.aspx,2,0
Health,Atkins diet effectiveness,32,http://www.proactol.com/articles/the-pros-cons-of-atkins.html?,3,0
Health,Atkins diet effectiveness,36,http://www.buzzle.com/editorials/4-4-2006-92689.asp,3,0
Health,Atkins diet effectiveness,39,http://www.cockup.com/atkins_diet.php,2,0
Health,Atkins diet effectiveness,40,http://www.netrition.com/cgi/healthnotes.cgi?ContentID=1059007,4,0
Health,autism warning signs,2,http://aheadwithautism.com/warningsigns.html,3,0
Health,autism warning signs,4,http://brokencontrollers.com/autism-symptoms-look-for-the-warning-signs-of-autism-th-t8899082.php#9225429,2,0
Health,autism warning signs,9,http://education.preschoolrock.com/index.php/child_development/autism_warning_signs,3,0
Health,autism warning signs,19,http://help4autism.com/tag/warning-signs/,4,0
Health,autism warning signs,32,http://www.preschoolerstoday.com/articles/health-issues/autism-fact-sheet-4830/,4,0
Health,autism warning signs,35,http://www.livestrong.com/signs-of-autism-toddler/,4,0
Health,autism warning signs,36,http://www.livestrong.com/signs-of-autism-in-toddlers/,4,0
Health,autism warning signs,40,http://www.raising-special-kids.com/autism-signs.html,3,0
Health,h1n1 vaccine side effects,6,http://www.wsmv.com/health/21150454/detail.html,4,0
Health,h1n1 vaccine side effects,9,http://www.edubook.com/h1n1-vaccine-side-effects/18156/,4,0
Health,h1n1 vaccine side effects,16,http://www.kingcounty.gov/healthservices/health/preparedness/pandemicflu/swineflu/FluMistGeneral.aspx,3,0
Health,h1n1 vaccine side effects,17,http://au.messages.yahoo.com/news/top-stories/1479770/,2,0
Health,h1n1 vaccine side effects,20,http://kdka.com/health/h1n1.vaccine.effects.2.1337529.html,4,0
Health,h1n1 vaccine side effects,27,http://surchur.com/all/h1n1+vaccine+side+effects,3,0
Health,h1n1 vaccine side effects,36,http://www.koat.com/health/21916748/detail.html,2,0
Health,p90x exercise program effectiveness,9,http://www.workoutroutines.biz/exercise-bands-complete-kit.html,3,0
Health,p90x exercise program effectiveness,28,http://www.theweightlossgrail.com/blog/reasons-to-use-p90x-workout/,3,0
Health,p90x exercise program effectiveness,32,http://www.fitnesstown.ca/P90X-Extreme-Home-Fitness-Workout-Program,2,0
Health,p90x exercise program effectiveness,35,http://www.prlog.org/10179153-tony-horton-p90x-review.pdf,3,0
Health,p90x exercise program effectiveness,37,http://www.prlog.org/10179153-tony-horton-p90x-review.html,3,0
Health,p90x exercise program effectiveness,39,http://www.blogged.com/topics/p90x?,3,0
Health,p90x exercise program effectiveness,40,http://www.theweightlossgrail.com/blog/p90x-will-save-our-time-and-money/,4,0
Personal Finance,how to reduce personal debt,7,http://www.ehow.com/how_2194625_debt-generate-savings-any-budget.html,2,0
Personal Finance,how to reduce personal debt,26,http://finance.yahoo.com/how-to-guide/banking-budgeting/12830,4,0
Personal Finance,how to reduce personal debt,28,http://debt1options.com/2010-how-to-reduce-debt/,2,0
Personal Finance,how to reduce personal debt,32,http://www.reduce-debt-reduce-stress.com/,1,0
Personal Finance,how to reduce personal debt,33,http://www.articlesbase.com/debt-consolidation-articles/personal-debt-bailouts-how-to-negotiate-and-reduce-unsecured-debt-by-at-least-50-2422176.html,2,0
Personal Finance,how to reduce personal debt,40,http://www.doityourself.com/stry/ara_howtoreducecredi ,2,0
Personal Finance,is it a good time to invest,4,http://in.finance.yahoo.com/personal-finance/nri_basics/7/is-it-a-good-time-to-invest-in-real-estate/,4,0
Personal Finance,is it a good time to invest,6,http://www.wisebread.com/forums/personal-finance/good-time-invest-stock-market-3600.html,1,0
Personal Finance,is it a good time to invest,10,http://readthestockmarket.blogspot.com/2008/10/is-this-good-time-to-invest-in-stocks.html,2,0
Personal Finance,is it a good time to invest,15,http://www.realestatejournal.com/columnists/qa/20001201-irwin.html,4,0
Personal Finance,is it a good time to invest,18,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/,4,
Personal Finance,is it a good time to invest,19,http://www.thinkplaninvest.com/2009/12/is-it-good-time-to-invest-on-gold/,2,
Personal Finance,is it a good time to invest,20,http://www.bestcashcow.com/bonds/article/bestcash_admin/is-now-a-good-time-to-invest-in-municipal-bonds,2,
Personal Finance,is it a good time to invest,21,http://www.dailymarkets.com/contributor/2009/05/21/is-now-a-good-time-to-invest-in-real-estate/,4,
Personal Finance,is it a good time to invest,22,http://blog.creditkarma.com/credit-karma/is-this-a-good-time-to-invest/,2,
Personal Finance,is it a good time to invest,23,http://hubpages.com/hub/Is-this-a-good-time-to-buy-gold,2,
Personal Finance,is it a good time to invest,24,http://in.answers.yahoo.com/question/index?qid=20080921210458AAJoGus,1,
Personal Finance,is it a good time to invest,25,http://www.newsweek.com/2008/04/21/is-now-a-good-time-to-invest.html,4,
Personal Finance,is it a good time to invest,26,http://www.lifestylesunlimited.com/is_this_a_good_time_to_invest_in_real_estate_,2,
Personal Finance,is it a good time to invest,27,http://jonesbahamas.com/news/47/ARTICLE/19553/2009-04-08.html,4,
Personal Finance,is it a good time to invest,28,http://www.telegraph.co.uk/finance/personalfinance/investing/3067744/Is-now-a-good-time-to-invest-in-oil.html,4,
Personal Finance,is it a good time to invest,29,http://www.trulia.com/blog/whitney_bufford/2009/02/is_it_really_a_good_time,2,
Personal Finance,is it a good time to invest,30,http://activerain.com/blogsview/330407/Is-Now-a-Good,2,
Personal Finance,is it a good time to invest,31,http://www.cdnbusinessdirectory.com/financial-planning/41984-now-good-time-invest-bond-funds,1,
Personal Finance,is it a good time to invest,32,http://hubpages.com/hub/When-is-the-best-time-to-invest-in-real-estate,3,
Personal Finance,is it a good time to invest,33,http://seekingalpha.com/article/153814-is-now-a-good-time-to-invest-in-insurance-companies,5,
Personal Finance,is it a good time to invest,34,http://blog.mysquarefeet.com/2009/03/is-now-a-good-t.html,2,
Personal Finance,is it a good time to invest,35,http://smeplus.mercerhole.co.uk/2008/02/articles/financial-services/is-it-a-good-time-to-invest/,4,
Personal Finance,is it a good time to invest,36,http://www.pennyjobs.com/pp/public/Articles.aspx?aid=8,2,
Personal Finance,is it a good time to invest,37,http://online.wsj.com/article/SB120891304962036781.html,4,
Personal Finance,is it a good time to invest,38,http://ezinearticles.com/?Is-Now-a-Good-Time-to-Invest-in-Property?&id=2637643,3,
Personal Finance,is it a good time to invest,39,http://www.rediff.com/money/2007/oct/22stocks.htm,3,
Personal Finance,is it a good time to invest,40,http://www.sandypost.com/news/story.php?story_id=122766033237068300,3,
Personal Finance,is it a good time to invest in gold?,1,http://hubpages.com/hub/Is-this-a-good-time-to-buy-gold,2,
Personal Finance,is it a good time to invest in gold?,2,http://www.thinkplaninvest.com/2009/12/is-it-good-time-to-invest-on-gold/,2,
Personal Finance,is it a good time to invest in gold?,3,http://en.wikipedia.org/wiki/Gold_as_an_investment,3,
Personal Finance,is it a good time to invest in gold?,4,http://online.wsj.com/article/SB120891304962036781.html,4,
Personal Finance,is it a good time to invest in gold?,5,http://ezinearticles.com/?Five-Good-Reasons-to-Invest-in-Gold&id=432800,3,
Personal Finance,is it a good time to invest in gold?,6,http://www.usagold.com/cpm/goldhelp.html,2,
Personal Finance,is it a good time to invest in gold?,7,http://answers.yahoo.com/question/index?qid=20080707114307AASrOEa,1,
Personal Finance,is it a good time to invest in gold?,8,http://www.financialnut.com/is-gold-a-good-investment/,2,
Personal Finance,is it a good time to invest in gold?,9,http://answers.yahoo.com/question/index?qid=20100314170203AAy0iUm,1,
Personal Finance,is it a good time to invest in gold?,10,http://cashmoneylife.com/2008/10/21/increase-investment-contributions-ira-401k/,4,
Personal Finance,is it a good time to invest in gold?,11,http://www.articlesbase.com/finance-articles/is-it-a-good-time-to-buy-gold-1735399.html,3,
Personal Finance,is it a good time to invest in gold?,12,http://www.meridianmagazine.com/moneywise/051018gold.html,3,
Personal Finance,is it a good time to invest in gold?,13,http://www.ehow.com/how_4466413_invest-gold-futures.html,2,
Personal Finance,is it a good time to invest in gold?,14,http://www.investmentu.com/2003/20031111.html,4,
Personal Finance,is it a good time to invest in gold?,15,http://www.thinkplaninvest.com/2009/11/silver-is-good-investment-than-gold/,2,
Personal Finance,is it a good time to invest in gold?,16,http://www.getmoneyenergy.com/2009/09/gold-price-1000-good-time-to-buy-gold/,2,
Personal Finance,is it a good time to invest in gold?,17,http://www.investmentu.com/2009/December/why-its-time-to-invest-in-silver.html,4,
Personal Finance,is it a good time to invest in gold?,18,http://malaysia.answers.yahoo.com/question/index?qid=20100425112741AAzjBaV,1,
Personal Finance,is it a good time to invest in gold?,19,http://forum.kclau.com/other-investment-vehicles-and-general-discussion-about-investment/is-now-a-good-time-to-invest-in-gold-t168.html,1,
Personal Finance,is it a good time to invest in gold?,20,http://today.masteryourmoney.com/2009/02/05/is-now-a-good-time-to-invest-in-gold.aspx,2,
Personal Finance,is it a good time to invest in gold?,21,http://business.rediff.com/report/2010/apr/23/chat-transcript-is-this-a-good-time-to-invest-in-gold.htm,2,
Personal Finance,is it a good time to invest in gold?,22,http://in.finance.yahoo.com/personal-finance/nri_basics/7/is-it-a-good-time-to-invest-in-real-estate/,4,
Personal Finance,is it a good time to invest in gold?,23,http://dailyreckoning.com/the-5-best-ways-to-invest-in-gold/,4,
Personal Finance,is it a good time to invest in gold?,24,http://forextrading-tips.com/32/is-it-a-good-time-to-invest-in-gold-why-or-why-not,1,
Personal Finance,is it a good time to invest in gold?,25,http://www.gold-eagle.com/editorials_04/wallenwein022104.html,2,
Personal Finance,is it a good time to invest in gold?,26,http://australian-investing.blogspot.com/2008/01/how-to-invest-in-gold.html,2,
Personal Finance,is it a good time to invest in gold?,27,http://ezinearticles.com/?Is-Gold-a-Good-Investment?&id=1389358,3,
Personal Finance,is it a good time to invest in gold?,28,http://www.msnbc.msn.com/id/7080775/ns/business-personal_finance/,4,
Personal Finance,is it a good time to invest in gold?,29,http://www.financialsense.com/editorials/casey/2009/0622.html,4,
Personal Finance,is it a good time to invest in gold?,30,http://moneyshaker.blogspot.com/2007/06/is-it-good-time-to-invest-in-real.html,2,
Personal Finance,is it a good time to invest in gold?,31,http://www.rediff.com/getahead/2008/oct/09trans.htm,3,
Personal Finance,is it a good time to invest in gold?,32,http://www.thestreet.com/story/10389829/how-to-invest-in-gold.html,4,
Personal Finance,is it a good time to invest in gold?,33,http://personalmoneystore.com/moneyblog/2009/02/02/a-payday-loan-to-invest-in-gold/,2,
Personal Finance,is it a good time to invest in gold?,34,http://www.eaglewing.com/why.html,2,
Personal Finance,is it a good time to invest in gold?,35,http://findarticles.com/p/articles/mi_m0JQR/is_9_11/ai_30028545/,4,
Personal Finance,is it a good time to invest in gold?,36,http://www.thestreet.com/story/10754683/1/is-it-time-to-invest-in-gold.html,4,
Personal Finance,is it a good time to invest in gold?,37,http://in.answers.yahoo.com/question/index?qid=20080921210458AAJoGus,1,
Personal Finance,is it a good time to invest in gold?,38,http://malaysia.answers.yahoo.com/question/index?qid=20100609044951AA4daDN,1,
Personal Finance,is it a good time to invest in gold?,39,http://goldprice.org/buying-gold/2007/04/should-i-invest-in-gold-funds.html,3,
Personal Finance,is it a good time to invest in gold?,40,http://www.fool.com/investing/dividends-income/2008/10/24/invest-without-the-stress.aspx,4,
Personal Finance,mortgage refinancing,1,http://www.federalreserve.gov/pubs/refinancings/default.htm,5,
Personal Finance,mortgage refinancing,2,http://www.mortgageloan.com/refinance-mortgage,3,
Personal Finance,mortgage refinancing,3,http://en.wikipedia.org/wiki/Refinancing,3,
Personal Finance,mortgage refinancing,4,http://www.refinancingright.com/,2,
Personal Finance,mortgage refinancing,5,http://www.bankrate.com/calculators/mortgages/refinance-calculator.aspx,4,
Personal Finance,mortgage refinancing,6,http://www.mortgagefit.com/refinance.html,3,
Personal Finance,mortgage refinancing,7,http://www.mortgagerefinancing.com/,3,
Personal Finance,mortgage refinancing,8,http://www.mortgage.com/,5,
Personal Finance,mortgage refinancing,9,http://www.gmacmortgage.com/,4,
Personal Finance,mortgage refinancing,10,http://www.zillow.com/refinance/,4,
Personal Finance,mortgage refinancing,11,http://www.lendingtree.com/,4,
Personal Finance,mortgage refinancing,12,http://www.bdnationwidemortgage.com/,2,
Personal Finance,mortgage refinancing,13,http://www.nationwide.com/bank-refinancing-a-home.jsp,4,
Personal Finance,mortgage refinancing,14,http://www.mortgageloan.com/,3,
Personal Finance,mortgage refinancing,15,http://www.mortgage101.com/,4,
Personal Finance,mortgage refinancing,16,http://www.mtgprofessor.com/refinancing.htm,1,
Personal Finance,mortgage refinancing,17,http://www.refinancingright.com/dangers.htm,2,
Personal Finance,mortgage refinancing,18,http://www.mortgage-calc.com/,4,
Personal Finance,mortgage refinancing,19,http://www.peakhomeloan.com/mortgage%20refinancing.asp,2,
Personal Finance,mortgage refinancing,20,http://www.bettermortgagerefinancing.com/,2,
Personal Finance,mortgage refinancing,21,http://www.refiadvisor.com/pblog/,2,
Personal Finance,mortgage refinancing,22,http://realestate.yahoo.com/loans/refinance-mortgage.html,5,
Personal Finance,mortgage refinancing,23,http://1mortgagerefinancing.com/,2,
Personal Finance,mortgage refinancing,24,http://www.lendingtree.com/mortgage-refinance/,4,
Personal Finance,mortgage refinancing,25,http://www.wellsfargo.com/mortgage/refinance/,5,
Personal Finance,mortgage refinancing,26,http://www.bankrate.com/mortgage.aspx,4,
Personal Finance,mortgage refinancing,27,http://www.mortgage101.com/article/mortgage-refinancing,4,
Personal Finance,mortgage refinancing,28,http://www.refiadvisor.com/mortgage-refinancing.htm,2,
Personal Finance,mortgage refinancing,29,http://www.mortgageresearchcenter.com/refinancing/,3,
Personal Finance,mortgage refinancing,30,http://www.forbes.com/tools/calculator/mortgage.jhtml,5,
Personal Finance,mortgage refinancing,31,http://www.mortgage.com/refinancing_calculators.aspx,5,
Personal Finance,mortgage refinancing,32,http://mortgage.chase.com/pages/refinance/rg_landing.jsp,5,
Personal Finance,mortgage refinancing,33,http://www.personalhomeloanmortgages.com/mortgage-refinance/,2,
Personal Finance,mortgage refinancing,34,http://www.lowmortgagerefinancing.com/,2,
Personal Finance,mortgage refinancing,35,http://www.economywatch.com/mortgage/mortgage-refinancing.html,2,
Personal Finance,mortgage refinancing,36,http://moneywatch.bnet.com/topic/mortgage-refinancing/,4,
Personal Finance,mortgage refinancing,37,http://www.mortgage-refinancing.name/,2,
Personal Finance,mortgage refinancing,38,http://www.mortgageloanplace.com/refinancing.html,3,
Personal Finance,mortgage refinancing,39,http://www.mortgageguide101.com/mortgage-refinancing.aspx,3,
Personal Finance,mortgage refinancing,40,http://www.bills.com/mortgage-refinancing/,2,
Personal Finance,what mutual funds to invest in?,1,http://www.sec.gov/investor/pubs/inwsmf.htm,5,
Personal Finance,what mutual funds to invest in?,2,http://mutualfunds.about.com/,4,
Personal Finance,what mutual funds to invest in?,3,http://en.wikipedia.org/wiki/Mutual_fund,5,
Personal Finance,what mutual funds to invest in?,4,http://finance.yahoo.com/funds,4,
Personal Finance,what mutual funds to invest in?,5,http://www.fool.com/investing/beginning/what-should-i-invest-in.aspx,4,
Personal Finance,what mutual funds to invest in?,6,http://stason.org/TULARC/finance/mutual-funds/17-What-do-mutual-funds-invest-in.html,2,
Personal Finance,what mutual funds to invest in?,7,http://beginnersinvest.about.com/cs/mutualfunds1/a/aa031501.htm,4,
Personal Finance,what mutual funds to invest in?,8,http://askville.amazon.com/mutual-funds-invest/AnswerViewer.do?requestId=28942770,2,
Personal Finance,what mutual funds to invest in?,9,http://www.essortment.com/all/howtoinvestmo_rguq.htm,2,
Personal Finance,what mutual funds to invest in?,10,http://mutualfunds.about.com/od/mutualfundbasics/a/mutualfund.htm,4,
Personal Finance,what mutual funds to invest in?,11,http://www.ehow.com/how_2003626_international-mutual-funds.html,2,
Personal Finance,what mutual funds to invest in?,12,http://www.rediff.com/money/2007/mar/30mfseries.htm,3,
Personal Finance,what mutual funds to invest in?,13,http://www.ehow.com/how_2006654_invest-vanguard-mutual.html,2,
Personal Finance,what mutual funds to invest in?,14,http://www.millionaireacts.com/1209/how-to-invest-in-mutual-funds.html,2,
Personal Finance,what mutual funds to invest in?,15,http://www.invest.us/what-are-mutual-funds.html,3,
Personal Finance,what mutual funds to invest in?,16,http://www.sec.state.ma.us/sct/sctprs/prsamf/amfidx.htm,4,
Personal Finance,what mutual funds to invest in?,17,http://www.nodebtnosweat.com/howmutualfundswork.htm,2,
Personal Finance,what mutual funds to invest in?,18,http://articles.moneycentral.msn.com/Investing/MutualFunds/where-to-invest-your-money-in-2010.aspx,4,
Personal Finance,what mutual funds to invest in?,19,http://www.retireearlyhomepage.com/portrisk.html,1,
Personal Finance,what mutual funds to invest in?,20,http://www.finweb.com/investing/the-best-mutual-funds-to-invest-in.html,4,
Personal Finance,what mutual funds to invest in?,21,http://ezinearticles.com/?Who-Should-Invest-in-Mutual-Funds&id=2383340,3,
Personal Finance,what mutual funds to invest in?,22,http://www.pnb.com/PNBweb/MutualFunds_QA.aspx,4,
Personal Finance,what mutual funds to invest in?,23,http://www.articlesbase.com/investing-articles/7-best-mutual-funds-for-2009-727548.html,2,
Personal Finance,what mutual funds to invest in?,24,http://www.raymondjames.com/mutual_funds.htm,4,
